"iuropa_judge_id","full_name","first_name","last_name","last_name_latin","last_name_label","last_name_latin_label","member_state","birth_year","female","judge_court_of_justice","judge_general_court","judge_civil_service_tribunal","advocate_general","registrar_court_of_justice","registrar_general_court","registrar_civil_service_tribunal","current_member","count_positions","nonconsecutive_positions","start_date","end_date","start_date_judge_court_of_justice","end_date_judge_court_of_justice","start_date_judge_general_court","end_date_judge_general_court","start_date_judge_civil_service_tribunal","end_date_judge_civil_service_tribunal","start_date_advocate_general","end_date_advocate_general"
"J:0209","Fernand Grévisse","Fernand","Grévisse","Grevisse","Grévisse","Grevisse","France",1924,0,1,0,0,0,0,0,0,0,1,1,1981-04-01,1994-10-06,1981-04-01,1994-10-06,NA,NA,NA,NA,NA,NA
"J:0210","Yves Galmot","Yves","Galmot","Galmot","Galmot","Galmot","France",1931,0,1,0,0,0,0,0,0,0,1,0,1982-10-07,1988-10-06,1982-10-07,1988-10-06,NA,NA,NA,NA,NA,NA
"J:0211","Marco Darmon","Marco","Darmon","Darmon","Darmon","Darmon","France",1930,0,0,0,0,1,0,0,0,0,1,0,1984-02-13,1994-10-06,NA,NA,NA,NA,NA,NA,1984-02-13,1994-10-06
"J:0212","Jean-Guy Giraud","Jean-Guy","Giraud","Giraud","Giraud","Giraud","France",1944,0,0,0,0,0,1,0,0,0,1,0,1988-02-10,1994-02-09,NA,NA,NA,NA,NA,NA,NA,NA
"J:0213","Jacques Biancarelli","Jacques","Biancarelli","Biancarelli","Biancarelli","Biancarelli","France",1948,0,0,1,0,0,0,0,0,0,1,0,1989-09-01,1995-08-31,NA,NA,1989-09-01,1995-08-31,NA,NA,NA,NA
"J:0214","Roger Grass","Roger","Grass","Grass","Grass","Grass","France",1948,0,0,0,0,0,1,0,0,0,1,0,1994-02-10,2010-10-05,NA,NA,NA,NA,NA,NA,NA,NA
"J:0215","Philippe Léger","Philippe","Léger","Leger","Léger","Leger","France",1938,0,0,0,0,1,0,0,0,0,1,0,1994-10-07,2006-10-06,NA,NA,NA,NA,NA,NA,1994-10-07,2006-10-06
"J:0216","Jean-Pierre Puissochet","Jean-Pierre","Puissochet","Puissochet","Puissochet","Puissochet","France",1936,0,1,0,0,0,0,0,0,0,1,0,1994-10-07,2006-10-06,1994-10-07,2006-10-06,NA,NA,NA,NA,NA,NA
"J:0217","André Potocki","André","Potocki","Potocki","Potocki","Potocki","France",1950,0,0,1,0,0,0,0,0,0,1,0,1995-09-01,2001-08-31,NA,NA,1995-09-01,2001-08-31,NA,NA,NA,NA
"J:0218","Hubert Legal","Hubert","Legal","Legal","Legal","Legal","France",1954,0,0,1,0,0,0,0,0,0,1,0,2001-09-01,2007-08-31,NA,NA,2001-09-01,2007-08-31,NA,NA,NA,NA
"J:0219","Stéphane Gervasoni","Stéphane","Gervasoni","Gervasoni","Gervasoni","Gervasoni","France",1967,0,0,1,1,0,0,0,0,1,2,1,2005-10-01,NA,NA,NA,2013-09-01,NA,2005-10-01,2011-09-30,NA,NA
"J:0220","Emmanuel Coulon","Emmanuel","Coulon","Coulon","Coulon","Coulon","France",1968,0,0,0,0,0,0,1,0,1,1,0,2005-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J:0221","Jean-Claude Bonichot","Jean-Claude","Bonichot","Bonichot","Bonichot","Bonichot","France",1955,0,1,0,0,0,0,0,0,1,1,0,2006-10-07,NA,2006-10-07,NA,NA,NA,NA,NA,NA,NA
"J:0222","Yves Bot","Yves","Bot","Bot","Bot","Bot","France",1947,0,0,0,0,1,0,0,0,0,1,0,2006-10-07,2019-06-09,NA,NA,NA,NA,NA,NA,2006-10-07,2019-06-09
"J:0223","Laurent Truchot","Laurent","Truchot","Truchot","Truchot","Truchot","France",1962,0,0,1,0,0,0,0,0,1,1,1,2007-09-01,NA,NA,NA,2007-09-01,NA,NA,NA,NA,NA
"J:0224","Jean Richard de la Tour","Jean Richard","de la Tour","de la Tour","de la Tour","de la Tour","France",1959,0,0,0,0,1,0,0,0,1,1,0,2020-03-23,NA,NA,NA,NA,NA,NA,NA,2020-03-23,NA
"J:0301","Otto Riese","Otto","Riese","Riese","Riese","Riese","Germany",1894,0,1,0,0,0,0,0,0,0,1,0,1952-12-04,1963-01-24,1952-12-04,1963-01-24,NA,NA,NA,NA,NA,NA
"J:0302","Karl Roemer","Karl","Roemer","Roemer","Roemer","Roemer","Germany",1899,0,0,0,0,1,0,0,0,0,1,0,1953-10-01,1973-10-01,NA,NA,NA,NA,NA,NA,1953-10-01,1973-10-01
"J:0303","Walter Strauss","Walter","Strauss","Strauss","Strauss","Strauss","Germany",1900,0,1,0,0,0,0,0,0,0,1,0,1963-02-06,1970-10-06,1963-02-06,1970-10-06,NA,NA,NA,NA,NA,NA
"J:0304","Hans Kutscher","Hans","Kutscher","Kutscher","Kutscher","Kutscher","Germany",1911,0,1,0,0,0,0,0,0,0,1,0,1970-10-07,1980-10-30,1970-10-07,1980-10-30,NA,NA,NA,NA,NA,NA
"J:0305","Gerhard Reischl","Gerhard","Reischl","Reischl","Reischl","Reischl","Germany",1918,0,0,0,0,1,0,0,0,0,1,0,1973-10-09,1984-01-11,NA,NA,NA,NA,NA,NA,1973-10-09,1984-01-11
"J:0306","Ulrich Everling","Ulrich","Everling","Everling","Everling","Everling","Germany",1925,0,1,0,0,0,0,0,0,0,1,0,1980-10-30,1988-10-06,1980-10-30,1988-10-06,NA,NA,NA,NA,NA,NA
"J:0307","Kai Bahlmann","Kai","Bahlmann","Bahlmann","Bahlmann","Bahlmann","Germany",1927,0,1,0,0,0,0,0,0,0,1,0,1982-10-07,1988-10-06,1982-10-07,1988-10-06,NA,NA,NA,NA,NA,NA
"J:0308","Carl Otto Lenz","Carl Otto","Lenz","Lenz","Lenz","Lenz","Germany",1930,0,0,0,0,1,0,0,0,0,1,0,1984-01-11,1997-10-06,NA,NA,NA,NA,NA,NA,1984-01-11,1997-10-06
"J:0309","Manfred Zuleeg","Manfred","Zuleeg","Zuleeg","Zuleeg","Zuleeg","Germany",1935,0,1,0,0,0,0,0,0,0,1,0,1988-10-07,1994-10-06,1988-10-07,1994-10-06,NA,NA,NA,NA,NA,NA
"J:0310","Heinrich Kirschner","Heinrich","Kirschner","Kirschner","Kirschner","Kirschner","Germany",1938,0,0,1,0,0,0,0,0,0,1,0,1989-09-01,1997-02-06,NA,NA,1989-09-01,1997-02-06,NA,NA,NA,NA
"J:0311","Hans Jung","Hans","Jung","Jung","Jung","Jung","Germany",1944,0,0,0,0,0,0,1,0,0,1,0,1989-10-10,2005-10-05,NA,NA,NA,NA,NA,NA,NA,NA
"J:0312","Günter Hirsch","Günter","Hirsch","Hirsch","Hirsch","Hirsch","Germany",1943,0,1,0,0,0,0,0,0,0,1,0,1994-10-07,2000-07-14,1994-10-07,2000-07-14,NA,NA,NA,NA,NA,NA
"J:0313","Jörg Pirrung","Jörg","Pirrung","Pirrung","Pirrung","Pirrung","Germany",1940,0,0,1,0,0,0,0,0,0,1,0,1997-06-11,2007-08-31,NA,NA,1997-06-11,2007-08-31,NA,NA,NA,NA
"J:0314","Siegbert Alber","Siegbert","Alber","Alber","Alber","Alber","Germany",1936,0,0,0,0,1,0,0,0,0,1,0,1997-10-07,2003-10-06,NA,NA,NA,NA,NA,NA,1997-10-07,2003-10-06
"J:0315","Ninon Colneric","Ninon","Colneric","Colneric","Colneric","Colneric","Germany",1948,1,1,0,0,0,0,0,0,0,1,0,2000-07-15,2006-10-06,2000-07-15,2006-10-06,NA,NA,NA,NA,NA,NA
"J:0316","Juliane Kokott","Juliane","Kokott","Kokott","Kokott","Kokott","Germany",1957,1,0,0,0,1,0,0,0,1,1,0,2003-10-07,NA,NA,NA,NA,NA,NA,NA,2003-10-07,NA
"J:0317","Horstpeter Kreppel","Horstpeter","Kreppel","Kreppel","Kreppel","Kreppel","Germany",1945,0,0,0,1,0,0,0,0,0,1,0,2005-10-06,2016-04-13,NA,NA,NA,NA,2005-10-06,2016-04-13,NA,NA
"J:0318","Waltraud Hakenberg","Waltraud","Hakenberg","Hakenberg","Hakenberg","Hakenberg","Germany",1955,1,0,0,0,0,0,0,1,0,1,0,2005-11-30,2016-08-31,NA,NA,NA,NA,NA,NA,NA,NA
"J:0319","Thomas von Danwitz","Thomas","von Danwitz","von Danwitz","von Danwitz","von Danwitz","Germany",1962,0,1,0,0,0,0,0,0,1,1,0,2006-10-07,NA,2006-10-07,NA,NA,NA,NA,NA,NA,NA
"J:0320","Alfred Dittrich","Alfred","Dittrich","Dittrich","Dittrich","Dittrich","Germany",1950,0,0,1,0,0,0,0,0,0,1,0,2007-09-01,2019-09-26,NA,NA,2007-09-01,2019-09-26,NA,NA,NA,NA
"J:0321","Johannes Christoph Laitenberger","Johannes Christoph","Laitenberger","Laitenberger","Laitenberger","Laitenberger","Germany",1964,0,0,1,0,0,0,0,0,1,1,0,2019-09-26,NA,NA,NA,2019-09-26,NA,NA,NA,NA,NA
"J:0322","Gabriele Steinfatt","Gabriele","Steinfatt","Steinfatt","Steinfatt","Steinfatt","Germany",1977,1,0,1,0,0,0,0,0,1,1,0,2019-09-26,NA,NA,NA,2019-09-26,NA,NA,NA,NA,NA
"J:0401","Massimo Pilotti","Massimo","Pilotti","Pilotti","Pilotti","Pilotti","Italy",1879,0,1,0,0,0,0,0,0,0,1,0,1952-12-04,1958-10-06,1952-12-04,1958-10-06,NA,NA,NA,NA,NA,NA
"J:0402","Nicola Catalano","Nicola","Catalano","Catalano","Catalano","Catalano","Italy",1910,0,1,0,0,0,0,0,0,0,1,0,1958-10-07,1962-01-01,1958-10-07,1962-01-01,NA,NA,NA,NA,NA,NA
"J:0403","Rino Rossi","Rino","Rossi","Rossi","Rossi, R.","Rossi, R.","Italy",1889,0,1,0,0,0,0,0,0,0,1,0,1958-10-07,1964-10-06,1958-10-07,1964-10-06,NA,NA,NA,NA,NA,NA
"J:0404","Alberto Trabucchi","Alberto","Trabucchi","Trabucchi","Trabucchi","Trabucchi","Italy",1907,0,1,0,0,1,0,0,0,0,2,0,1962-03-08,1976-10-06,1962-03-08,1972-12-12,NA,NA,NA,NA,1973-01-09,1976-10-06
"J:0405","Riccardo Monaco","Riccardo","Monaco","Monaco","Monaco","Monaco","Italy",1909,0,1,0,0,0,0,0,0,0,1,0,1964-10-08,1975-10-07,1964-10-08,1975-10-07,NA,NA,NA,NA,NA,NA
"J:0406","Francesco Capotorti","Francesco","Capotorti","Capotorti","Capotorti","Capotorti","Italy",1925,0,1,0,0,1,0,0,0,0,2,0,1976-01-20,1982-10-06,1976-01-20,1976-10-06,NA,NA,NA,NA,1976-10-07,1982-10-06
"J:0407","Giacinto Bosco","Giacinto","Bosco","Bosco","Bosco","Bosco","Italy",1905,0,1,0,0,0,0,0,0,0,1,0,1976-10-07,1988-10-06,1976-10-07,1988-10-06,NA,NA,NA,NA,NA,NA
"J:0408","Giuseppe Federico Mancini","Giuseppe Federico","Mancini","Mancini","Mancini","Mancini","Italy",1927,0,1,0,0,1,0,0,0,0,2,0,1982-10-07,1999-07-21,1988-10-07,1999-07-21,NA,NA,NA,NA,1982-10-07,1988-10-06
"J:0409","Giuseppe Tesauro","Giuseppe","Tesauro","Tesauro","Tesauro","Tesauro","Italy",1942,0,0,0,0,1,0,0,0,0,1,0,1988-10-07,1998-03-04,NA,NA,NA,NA,NA,NA,1988-10-07,1998-03-04
"J:0410","Antonio Saggio","Antonio","Saggio","Saggio","Saggio","Saggio","Italy",1934,0,0,1,0,1,0,0,0,0,2,0,1989-09-01,2000-10-06,NA,NA,1989-09-01,1998-03-04,NA,NA,1998-03-05,2000-10-06
"J:0411","Antonio Mario La Pergola","Antonio Mario","La Pergola","La Pergola","La Pergola","La Pergola","Italy",1931,0,1,0,0,1,0,0,0,0,2,1,1994-10-07,2006-05-03,1994-10-07,2006-05-03,NA,NA,NA,NA,1995-01-01,1999-12-14
"J:0412","Paolo Mengozzi","Paolo","Mengozzi","Mengozzi","Mengozzi","Mengozzi","Italy",1938,0,0,1,0,1,0,0,0,0,2,0,1998-03-04,2018-10-08,NA,NA,1998-03-04,2006-05-03,NA,NA,2006-05-04,2018-10-08
"J:0413","Antonio Tizzano","Antonio","Tizzano","Tizzano","Tizzano","Tizzano","Italy",1940,0,1,0,0,1,0,0,0,0,2,0,2000-10-07,2018-10-08,2006-05-04,2018-10-08,NA,NA,NA,NA,2000-10-07,2006-05-03
"J:0414","Enzo Moavero Milanesi","Enzo","Moavero Milanesi","Moavero Milanesi","Moavero Milanesi","Moavero Milanesi","Italy",1954,0,0,1,0,0,0,0,0,0,1,0,2006-05-03,2011-11-15,NA,NA,2006-05-03,2011-11-15,NA,NA,NA,NA
"J:0415","Ezio Perillo","Ezio","Perillo","Perillo","Perillo","Perillo","Italy",1950,0,0,1,1,0,0,0,0,0,2,0,2011-10-06,2016-09-19,NA,NA,2016-09-19,2019-09-26,2011-10-06,2016-08-31,NA,NA
"J:0416","Guido Berardis","Guido","Berardis","Berardis","Berardis","Berardis","Italy",1950,0,0,1,0,0,0,0,0,0,1,0,2012-09-07,2019-09-26,NA,NA,2012-09-07,2019-09-26,NA,NA,NA,NA
"J:0417","Giovanni Pitruzzella","Giovanni","Pitruzzella","Pitruzzella","Pitruzzella","Pitruzzella","Italy",1959,0,0,0,0,1,0,0,0,1,1,0,2018-10-08,NA,NA,NA,NA,NA,NA,NA,2018-10-08,NA
"J:0418","Lucia Serena Rossi","Lucia Serena","Rossi","Rossi","Rossi, L.","Rossi, L.","Italy",1958,1,1,0,0,0,0,0,0,1,1,0,2018-10-08,NA,2018-10-08,NA,NA,NA,NA,NA,NA,NA
"J:0419","Roberto Mastroianni","Roberto","Mastroianni","Mastroianni","Mastroianni","Mastroianni","Italy",1964,0,0,1,0,0,0,0,0,1,1,0,2019-09-26,NA,NA,NA,2019-09-26,NA,NA,NA,NA,NA
"J:0420","Ornella Porchia","Ornella","Porchia","Porchia","Porchia","Porchia","Italy",1966,1,0,1,0,0,0,0,0,1,1,0,2019-09-26,NA,NA,NA,2019-09-26,NA,NA,NA,NA,NA
"J:0501","Charles Léon Hammes","Charles Léon","Hammes","Hammes","Hammes","Hammes","Luxembourg",1898,0,1,0,0,0,0,0,0,0,1,0,1952-12-04,1967-10-09,1952-12-04,1967-10-09,NA,NA,NA,NA,NA,NA
"J:0502","Pierre Pescatore","Pierre","Pescatore","Pescatore","Pescatore","Pescatore","Luxembourg",1919,0,1,0,0,0,0,0,0,0,1,0,1967-10-09,1985-10-06,1967-10-09,1985-10-06,NA,NA,NA,NA,NA,NA
"J:0503","Fernand Schockweiler","Fernand","Schockweiler","Schockweiler","Schockweiler","Schockweiler","Luxembourg",1935,0,1,0,0,0,0,0,0,0,1,0,1985-10-07,1996-06-01,1985-10-07,1996-06-01,NA,NA,NA,NA,NA,NA
"J:0504","Jean Mischo","Jean","Mischo","Mischo","Mischo","Mischo","Luxembourg",1938,0,0,0,0,1,0,0,0,0,1,1,1986-01-13,2003-10-06,NA,NA,NA,NA,NA,NA,1986-01-13,2003-10-06
"J:0505","Romain Schintgen","Romain","Schintgen","Schintgen","Schintgen","Schintgen","Luxembourg",1939,0,1,1,0,0,0,0,0,0,2,0,1989-09-25,2008-01-14,1996-07-12,2008-01-14,1989-09-25,1996-07-11,NA,NA,NA,NA
"J:0506","Marc Jaeger","Marc","Jaeger","Jaeger","Jaeger","Jaeger","Luxembourg",1954,0,0,1,0,0,0,0,0,1,1,0,1996-07-11,NA,NA,NA,1996-07-11,NA,NA,NA,NA,NA
"J:0507","Jean-Jacques Kasel","Jean-Jacques","Kasel","Kasel","Kasel","Kasel","Luxembourg",1946,0,1,0,0,0,0,0,0,0,1,0,2008-01-15,2013-10-06,2008-01-15,2013-10-06,NA,NA,NA,NA,NA,NA
"J:0508","François Biltgen","François","Biltgen","Biltgen","Biltgen","Biltgen","Luxembourg",1958,0,1,0,0,0,0,0,0,1,1,0,2013-10-06,NA,2013-10-06,NA,NA,NA,NA,NA,NA,NA
"J:0509","Dean Spielmann","Dean","Spielmann","Spielmann","Spielmann","Spielmann","Luxembourg",1962,0,0,1,0,0,0,0,0,1,1,0,2016-04-13,NA,NA,NA,2016-04-13,NA,NA,NA,NA,NA
"J:0601","Petrus Serrarens","Petrus","Serrarens","Serrarens","Serrarens","Serrarens","Netherlands",1888,0,1,0,0,0,0,0,0,0,1,0,1952-12-04,1958-10-06,1952-12-04,1958-10-06,NA,NA,NA,NA,NA,NA
"J:0602","Adrianus van Kleffens","Adrianus","van Kleffens","van Kleffens","van Kleffens","van Kleffens","Netherlands",1899,0,1,0,0,0,0,0,0,0,1,0,1952-12-04,1958-10-06,1952-12-04,1958-10-06,NA,NA,NA,NA,NA,NA
"J:0603","Andreas Matthias Donner","Andreas Matthias","Donner","Donner","Donner","Donner","Netherlands",1918,0,1,0,0,0,0,0,0,0,1,0,1958-10-07,1979-04-01,1958-10-07,1979-04-01,NA,NA,NA,NA,NA,NA
"J:0604","Thymen Koopmans","Thymen","Koopmans","Koopmans","Koopmans","Koopmans","Netherlands",1929,0,1,0,0,0,0,0,0,0,1,0,1979-04-01,1990-03-29,1979-04-01,1990-03-29,NA,NA,NA,NA,NA,NA
"J:0605","Pieter verLoren van Themaat","Pieter","verLoren van Themaat","verLoren van Themaat","verLoren van Themaat","verLoren van Themaat","Netherlands",1916,0,0,0,0,1,0,0,0,0,1,0,1981-06-04,1986-01-13,NA,NA,NA,NA,NA,NA,1981-06-04,1986-01-13
"J:0606","Cornelis Paulus Briët","Cornelis Paulus","Briët","Briet","Briët","Briet","Netherlands",1944,0,0,1,0,0,0,0,0,0,1,0,1989-09-01,1998-08-31,NA,NA,1989-09-01,1998-08-31,NA,NA,NA,NA
"J:0607","Paul Joan George Kapteyn","Paul Joan George","Kapteyn","Kapteyn","Kapteyn","Kapteyn","Netherlands",1928,0,1,0,0,0,0,0,0,0,1,0,1990-03-29,2000-10-06,1990-03-29,2000-10-06,NA,NA,NA,NA,NA,NA
"J:0608","Arjen Meij","Arjen","Meij","Meij","Meij","Meij","Netherlands",1944,0,0,1,0,0,0,0,0,0,1,0,1992-09-01,2010-08-31,NA,NA,1992-09-01,2010-08-31,NA,NA,NA,NA
"J:0609","Leendert Adrie Geelhoed","Leendert Adrie","Geelhoed","Geelhoed","Geelhoed","Geelhoed","Netherlands",1942,0,0,0,0,1,0,0,0,0,1,0,2000-10-07,2006-10-06,NA,NA,NA,NA,NA,NA,2000-10-07,2006-10-06
"J:0610","Christiaan Willem Anton Timmermans","Christiaan Willem Anton","Timmermans","Timmermans","Timmermans","Timmermans","Netherlands",1941,0,1,0,0,0,0,0,0,0,1,0,2000-10-07,2010-07-10,2000-10-07,2010-07-10,NA,NA,NA,NA,NA,NA
"J:0611","Alexandra Prechal","Alexandra","Prechal","Prechal","Prechal","Prechal","Netherlands",1959,1,1,0,0,0,0,0,0,1,1,0,2010-07-10,NA,2010-07-10,NA,NA,NA,NA,NA,NA,NA
"J:0612","Marc van der Woude","Marc","van der Woude","van der Woude","van der Woude","van der Woude","Netherlands",1960,0,0,1,0,0,0,0,0,1,1,0,2010-09-01,NA,NA,NA,2010-09-01,NA,NA,NA,NA,NA
"J:0613","René Barents","René","Barents","Barents","Barents","Barents","Netherlands",1951,0,0,1,1,0,0,0,0,1,2,0,2011-10-06,NA,NA,NA,2016-09-01,NA,2011-10-06,2016-08-31,NA,NA
"J:0701","Max Sørensen","Max","Sørensen","Sorensen","Sørensen","Sorensen","Denmark",1913,0,1,0,0,0,0,0,0,0,1,0,1973-01-01,1979-10-06,1973-01-01,1979-10-06,NA,NA,NA,NA,NA,NA
"J:0702","Ole Due","Ole","Due","Due","Due","Due","Denmark",1931,0,1,0,0,0,0,0,0,0,1,0,1979-10-07,1994-10-06,1979-10-07,1994-10-06,NA,NA,NA,NA,NA,NA
"J:0703","Bo Vesterdorf","Bo","Vesterdorf","Vesterdorf","Vesterdorf","Vesterdorf","Denmark",1945,0,0,1,0,0,0,0,0,0,1,0,1989-09-01,2007-09-17,NA,NA,1989-09-01,2007-09-17,NA,NA,NA,NA
"J:0704","Claus Christian Gulmann","Claus Christian","Gulmann","Gulmann","Gulmann","Gulmann","Denmark",1942,0,1,0,0,1,0,0,0,0,2,0,1991-10-07,2006-01-10,1994-10-07,2006-01-10,NA,NA,NA,NA,1991-10-07,1994-10-06
"J:0705","Michael Bendik Elmer","Michael Bendik","Elmer","Elmer","Elmer","Elmer","Denmark",1949,0,0,0,0,1,0,0,0,0,1,0,1994-10-07,1997-12-18,NA,NA,NA,NA,NA,NA,1994-10-07,1997-12-18
"J:0706","Lars Bay Larsen","Lars","Bay Larsen","Bay Larsen","Bay Larsen","Bay Larsen","Denmark",1953,0,1,0,0,0,0,0,0,1,1,0,2006-01-11,NA,2006-01-11,NA,NA,NA,NA,NA,NA,NA
"J:0707","Sten Frimodt Nielsen","Sten","Frimodt Nielsen","Frimodt Nielsen","Frimodt Nielsen","Frimodt Nielsen","Denmark",1963,0,0,1,0,0,0,0,0,1,1,0,2007-09-17,NA,NA,NA,2007-09-17,NA,NA,NA,NA,NA
"J:0708","Jesper Svenningsen","Jesper","Svenningsen","Svenningsen","Svenningsen","Svenningsen","Denmark",1966,0,0,1,1,0,0,0,0,1,2,0,2013-10-07,NA,NA,NA,2016-09-01,NA,2013-10-07,2016-08-31,NA,NA
"J:0709","Henrik Saugmandsgaard Øe","Henrik","Saugmandsgaard Øe","Saugmandsgaard Oe","Saugmandsgaard Øe","Saugmandsgaard Oe","Denmark",1964,0,0,0,0,1,0,0,0,0,1,0,2015-10-07,2021-10-07,NA,NA,NA,NA,NA,NA,2015-10-07,2021-10-07
"J:0801","Cearbhall O'Dalaigh","Cearbhall","O'Dalaigh","O'Dalaigh","O'Dalaigh","O'Dalaigh","Ireland",1911,0,1,0,0,0,0,0,0,0,1,0,1973-01-01,1974-12-12,1973-01-01,1974-12-12,NA,NA,NA,NA,NA,NA
"J:0802","Andreas O'Keeffe","Andreas","O'Keeffe","O'Keeffe","O'Keeffe","O'Keeffe","Ireland",1912,0,1,0,0,0,0,0,0,0,1,0,1975-12-12,1984-12-31,1975-12-12,1984-12-31,NA,NA,NA,NA,NA,NA
"J:0803","Thomas Francis O'Higgins","Thomas Francis","O'Higgins","O'Higgins","O'Higgins, T.","O'Higgins, T.","Ireland",1913,0,1,0,0,0,0,0,0,0,1,0,1985-01-16,1991-10-06,1985-01-16,1991-10-06,NA,NA,NA,NA,NA,NA
"J:0804","Donal Patrick Michael Barrington","Donal Patrick Michael","Barrington","Barrington","Barrington","Barrington","Ireland",1928,0,0,1,0,0,0,0,0,0,1,0,1989-09-01,1996-01-10,NA,NA,1989-09-01,1996-01-10,NA,NA,NA,NA
