full_name,first_name,last_name,last_name_latin,last_name_label,last_name_latin_label,member_state_id,member_state,member_state_code,birth_year,gender_id,gender,female,judge_court_of_justice,judge_general_court,judge_civil_service_tribunal,advocate_general,registrar_court_of_justice,registrar_general_court,registrar_civil_service_tribunal,current_status,count_positions,nonconsecutive_positions,start_date,end_date,start_date_judge_court_of_justice,end_date_judge_court_of_justice,start_date_judge_general_court,end_date_judge_general_court,start_date_judge_civil_service_tribunal,end_date_judge_civil_service_tribunal,start_date_advocate_general,end_date_advocate_general
Egidijus Bieliūnas,Egidijus,Bieliūnas,Bieliunas,Bieliūnas,Bieliunas,21,Lithuania,LT,1950,2,Male,0,0,1,0,0,0,0,0,Former GC judge,1,0,2013-09-01,2019-09-26,,,2013-09-01,2019-09-26,,,,
Egidijus Jarašiūnas,Egidijus,Jarašiūnas,Jarasiunas,Jarašiūnas,Jarasiunas,21,Lithuania,LT,1952,2,Male,0,1,0,0,0,0,0,0,Former CJ judge,1,0,2010-10-06,2018-10-08,2010-10-06,2018-10-08,,,,,,
Irmantas Jarukaitis,Irmantas,Jarukaitis,Jarukaitis,Jarukaitis,Jarukaitis,21,Lithuania,LT,1973,2,Male,0,1,0,0,0,0,0,0,Current CJ judge,1,0,2018-10-07,Present,2018-10-07,Present,,,,,,
Pranas Kūris,Pranas,Kūris,Kuris,Kūris,Kuris,21,Lithuania,LT,1938,2,Male,0,1,0,0,0,0,0,0,Former CJ judge,1,0,2004-05-01,2012-10-06,2004-05-01,2012-10-06,,,,,,
Rimvydas Norkus,Rimvydas,Norkus,Norkus,Norkus,Norkus,21,Lithuania,LT,1979,2,Male,0,0,1,0,0,0,0,0,Current GC judge,1,0,2019-09-26,Present,,,2019-09-26,Present,,,,
Vilenas Vadapalas,Vilenas,Vadapalas,Vadapalas,Vadapalas,Vadapalas,21,Lithuania,LT,1954,2,Male,0,0,1,0,0,0,0,0,Former GC judge,1,0,2004-05-01,2013-08-31,,,2004-05-01,2013-08-31,,,,
Virgilijus Valančius,Virgilijus,Valančius,Valancius,Valančius,Valancius,21,Lithuania,LT,1963,2,Male,0,0,1,0,0,0,0,0,Current GC judge,1,0,2016-04-13,Present,,,2016-04-13,Present,,,,
Anthony Borg Barthet,Anthony,Borg Barthet,Borg Barthet,Borg Barthet,Borg Barthet,22,Malta,MT,1947,2,Male,0,1,0,0,0,0,0,0,Former CJ judge,1,0,2004-05-01,2018-10-08,2004-05-01,2018-10-08,,,,,,
Eugène Buttigieg,Eugène,Buttigieg,Buttigieg,Buttigieg,Buttigieg,22,Malta,MT,1961,2,Male,0,0,1,0,0,0,0,0,Current GC judge,1,0,2012-09-22,Present,,,2012-09-22,Present,,,,
Ena Cremona,Ena,Cremona,Cremona,Cremona,Cremona,22,Malta,MT,1936,1,Female,1,0,1,0,0,0,0,0,Former GC judge,1,0,2004-05-01,2012-09-22,,,2004-05-01,2012-09-22,,,,
Ramona Frendo,Ramona,Frendo,Frendo,Frendo,Frendo,22,Malta,MT,1971,1,Female,1,0,1,0,0,0,0,0,Current GC judge,1,0,2019-03-20,Present,,,2019-03-20,Present,,,,
Peter George Xuereb,Peter George,Xuereb,Xuereb,Xuereb,Xuereb,22,Malta,MT,1954,2,Male,0,1,1,0,0,0,0,0,Current CJ judge; Former GC judge,2,0,2016-04-13,Present,2018-10-08,Present,2016-04-13,2018-10-08,,,,
Irena Boruta,Irena,Boruta,Boruta,Boruta,Boruta,23,Poland,PL,1950,1,Female,1,0,0,1,0,0,0,0,Former CST judge,1,0,2005-10-06,2013-10-07,,,,,2005-10-06,2013-10-07,,
Krystyna Kowalik-Bańczyk,Krystyna,Kowalik-Bańczyk,Kowalik-Banczyk,Kowalik-Bańczyk,Kowalik-Banczyk,23,Poland,PL,1976,2,Male,0,0,1,0,0,0,0,0,Current GC judge,1,0,2016-09-01,Present,,,2016-09-01,Present,,,,
Jerzy Makarczyk,Jerzy,Makarczyk,Makarczyk,Makarczyk,Makarczyk,23,Poland,PL,1938,2,Male,0,1,0,0,0,0,0,0,Former CJ judge,1,0,2004-05-01,2009-10-06,2004-05-01,2009-10-06,,,,,,
Nina Półtorak,Nina,Półtorak,Poltorak,Półtorak,Poltorak,23,Poland,PL,1971,1,Female,1,0,1,0,0,0,0,0,Current GC judge,1,0,2016-04-13,Present,,,2016-04-13,Present,,,,
Marek Safjan,Marek,Safjan,Safjan,Safjan,Safjan,23,Poland,PL,1949,2,Male,0,1,0,0,0,0,0,0,Current CJ judge,1,0,2009-10-07,Present,2009-10-07,Present,,,,,,
Maciej Szpunar,Maciej,Szpunar,Szpunar,Szpunar,Szpunar,23,Poland,PL,1971,2,Male,0,0,0,0,1,0,0,0,Current AG,1,0,2013-10-23,Present,,,,,,,2013-10-23,Present
Irena Wiszniewska-Białecka,Irena,Wiszniewska-Białecka,Wiszniewska-Bialecka,Wiszniewska-Białecka,Wiszniewska-Bialecka,23,Poland,PL,1957,1,Female,1,0,1,0,0,0,0,0,Former GC judge,1,0,2004-05-01,2016-09-19,,,2004-05-01,2016-09-19,,,,
Miroslav Gavalec,Miroslav,Gavalec,Gavalec,Gavalec,Gavalec,24,Slovakia,SK,1961,2,Male,0,1,0,0,0,0,0,0,Current CJ judge,1,0,2021-10-07,Present,2021-10-07,Present,,,,,,
Ján Klučka,Ján,Klučka,Klucka,Klučka,Klucka,24,Slovakia,SK,1951,2,Male,0,1,0,0,0,0,0,0,Former CJ judge,1,0,2004-05-01,2009-10-06,2004-05-01,2009-10-06,,,,,,
Ján Mazák,Ján,Mazák,Mazak,Mazák,Mazak,24,Slovakia,SK,1954,2,Male,0,0,0,0,1,0,0,0,Former AG,1,0,2006-10-07,2012-10-08,,,,,,,2006-10-07,2012-10-08
Juraj Schwarcz,Juraj,Schwarcz,Schwarcz,Schwarcz,Schwarcz,24,Slovakia,SK,1952,2,Male,0,0,1,0,0,0,0,0,Current GC judge,1,0,2009-10-07,Present,,,2009-10-07,Present,,,,
Daniel Šváby,Daniel,Šváby,Svaby,Šváby,Svaby,24,Slovakia,SK,1951,2,Male,0,1,1,0,0,0,0,0,Former CJ judge; Former GC judge,2,0,2004-05-12,2021-10-07,2009-10-07,2021-10-07,2004-05-12,2009-10-06,,,,
Maja Brkan,Maja,Brkan,Brkan,Brkan,Brkan,25,Slovenia,SI,1979,1,Female,1,0,1,0,0,0,0,0,Current GC judge,1,0,2021-07-06,Present,,,2021-07-06,Present,,,,
Marko Ilešič,Marko,Ilešič,Ilesic,Ilešič,Ilesic,25,Slovenia,SI,1947,2,Male,0,1,0,0,0,0,0,0,Current CJ judge,1,0,2004-05-01,Present,2004-05-01,Present,,,,,,
Damjan Kukovec,Damjan,Kukovec,Kukovec,Kukovec,Kukovec,25,Slovenia,SI,1977,2,Male,0,0,1,0,0,0,0,0,Current GC judge,1,0,2022-01-13,Present,,,2022-01-13,Present,,,,
Miro Prek,Miro,Prek,Prek,Prek,Prek,25,Slovenia,SI,1956,2,Male,0,0,1,0,0,0,0,0,Former GC judge,1,0,2006-10-06,2019-09-26,,,2006-10-06,2019-09-26,,,,
Verica Trstenjak,Verica,Trstenjak,Trstenjak,Trstenjak,Trstenjak,25,Slovenia,SI,1962,2,Male,0,0,1,0,1,0,0,0,Former GC judge; Former AG,2,0,2004-07-01,2012-11-28,,,2004-07-01,2006-10-06,,,2006-10-07,2012-11-28
Alexander Arabadjiev,Alexander,Arabadjiev,Arabadjiev,Arabadjiev,Arabadjiev,26,Bulgaria,BG,1949,2,Male,0,1,0,0,0,0,0,0,Current CJ judge,1,0,2007-01-01,Present,2007-01-01,Present,,,,,,
Mariyana Kancheva,Mariyana,Kancheva,Kancheva,Kancheva,Kancheva,26,Bulgaria,BG,1958,1,Female,1,0,1,0,0,0,0,0,Current GC judge,1,0,2011-09-12,Present,,,2011-09-12,Present,,,,
Alexander Kornezov,Alexander,Kornezov,Kornezov,Kornezov,Kornezov,26,Bulgaria,BG,1978,2,Male,0,0,1,1,0,0,0,0,Current GC judge; Former CST judge,2,0,2016-04-13,Present,,,2016-09-01,Present,2016-04-13,2016-08-31,,
Evgeni Tanchev,Evgeni,Tanchev,Tanchev,Tanchev,Tanchev,26,Bulgaria,BG,1952,2,Male,0,0,0,0,1,0,0,0,Former AG,1,0,2016-09-19,2021-10-07,,,,,,,2016-09-19,2021-10-07
Teodor Tchipev,Teodor,Tchipev,Tchipev,Tchipev,Tchipev,26,Bulgaria,BG,1940,2,Male,0,0,1,0,0,0,0,0,Former GC judge,1,0,2007-01-12,2010-06-29,,,2007-09-01,2011-09-12,,,,
Valeriu Ciucă,Valeriu,Ciucă,Ciuca,Ciucă,Ciuca,27,Romania,RO,1960,2,Male,0,0,1,0,0,0,0,0,Former GC judge,1,0,2007-01-01,2010-11-26,,,2007-01-01,2010-11-26,,,,
Ion Gâlea,Ion,Gâlea,Galea,Gâlea,Galea,27,Romania,RO,1978,2,Male,0,0,1,0,0,0,0,0,Current GC judge,1,0,2021-10-27,Present,,,2021-10-27,Present,,,,
Andrei Popescu,Andrei,Popescu,Popescu,Popescu,Popescu,27,Romania,RO,1948,2,Male,0,0,1,0,0,0,0,0,Former GC judge,1,0,2010-11-26,2016-08-31,,,2010-11-26,2016-08-31,,,,
Octavia Spineanu-Matei,Octavia,Spineanu-Matei,Spineanu-Matei,Spineanu-Matei,Spineanu-Matei,27,Romania,RO,1967,1,Female,1,1,1,0,0,0,0,0,Current CJ judge; Former GC judge,2,0,2016-09-19,Present,2021-10-07,Present,2016-09-19,2021-10-07,,,,
Mirela Stancu,Mirela,Stancu,Stancu,Stancu,Stancu,27,Romania,RO,1974,1,Female,1,0,1,0,0,0,0,0,Current GC judge,1,0,2019-09-01,Present,,,2019-09-01,Present,,,,
Camelia Toader,Camelia,Toader,Toader,Toader,Toader,27,Romania,RO,1963,1,Female,1,1,0,0,0,0,0,0,Former CJ judge,1,0,2007-01-12,2021-10-07,2007-01-12,2021-10-07,,,,,,
Tamara Ćapeta,Tamara,Ćapeta,Capeta,Ćapeta,Capeta,28,Croatia,HR,1967,1,Female,1,0,0,0,1,0,0,0,Current AG,1,0,2021-10-07,Present,,,,,,,2021-10-07,Present
Tamara Perišin,Tamara,Perišin,Perisin,Perišin,Perisin,28,Croatia,HR,1979,1,Female,1,0,1,0,0,0,0,0,Current GC judge,1,0,2019-09-26,Present,,,2019-09-26,Present,,,,
Siniša Rodin,Siniša,Rodin,Rodin,Rodin,Rodin,28,Croatia,HR,1965,2,Male,0,1,0,0,0,0,0,0,Current CJ judge,1,0,2013-07-01,Present,2013-07-01,Present,,,,,,
Vesna Tomljenović,Vesna,Tomljenović,Tomljenovic,Tomljenović,Tomljenovic,28,Croatia,HR,1956,1,Female,1,0,1,0,0,0,0,0,Current GC judge,1,0,2013-07-01,Present,,,2013-07-01,Present,,,,
